origin;dest;count;time
l12;l15;1;1744
l12;l11;1;1744
l15;l390;1;1744
l15;l22;1;1744
l15;l14;1;1744
l390;l15;1;1744
l22;l14;2;1744
l22;l2;1;1744
l55;l12;1;1744
l30;l29;1;1744
l29;l5;1;1744
l18;l22;1;1744
l18;l11;1;1744
l18;l4;1;1744
l14;l19;2;1744
l586;l220;1;1744
l4;l15;1;1744
l11;l203;1;1608
l203;l157;1;1609
l157;nan;1;1609
l70;l198;1;1604
l198;l11;1;1604
l11;l87;1;1604
l87;l11;1;1605
l11;l5;1;1605
l5;l1;1;1606
l1;l91;1;1633
l1;l478;1;1633
l80;l33;2;1633
l33;l91;1;1633
l91;l80;1;1633
l87;l1;1;1641
l1;l33;1;1641
l33;l29;1;1641
l29;l44;1;1641
l44;l33;1;1641
l4;l5;1;1641
l4;l1;1;1655
l4;l1;1;1651
l1;l11;2;1708
l11;l4;1;1708
l11;l244;1;1708
l4;l11;1;1708
l1211;l1;1;1708
l244;l46;1;1708
l46;l29;1;1708
l29;l32;1;1708
l32;l12;1;1708
l18;l1;1;1708
nan;nan;1;1652
l80;l33;2;1632
l33;l91;1;1632
l33;l80;1;1632
l91;l269;1;1632
l269;l80;1;1632
l11;l5;1;1632
l5;l1;1;1632
l1;l11;1;1610
l11;l204;1;1610
l204;l203;1;1610
l203;l157;1;1610
l157;l33;1;1611
l33;nan;1;1612
nan;l23;1;1612
l23;l87;1;1612
l87;l1;1;1613
l106;l57;1;1667
l57;l40;1;1667
l40;l77;1;1667
l77;l4;1;1667
