origin;dest;count;time
l37;l83;1;1770
l37;l14;2;1770
l83;l37;1;1770
l8;l4;1;1770
l16;l5;1;1770
l33;l12;1;1770
l129;l14;1;1770
l1363;l41;1;1770
nan;l5;1;1770
l210;l5;2;1771
l5;l1;13;1771
l5;l22;1;1771
l5;l84;1;1771
l5;l75;1;1771
l1;l1;1;1771
l1;l14;1;1771
l1;l40;2;1771
l1;l11;2;1771
l1;l41;2;1771
l1;l37;2;1771
l1;l53;1;1771
l14;l19;15;1771
l14;l210;1;1771
l19;l5;7;1771
l18;l5;1;1771
l18;l22;1;1771
l18;l103;1;1771
l18;l11;1;1771
l18;l57;1;1771
l18;l41;2;1771
l18;l37;1;1771
l18;l4;1;1771
l22;l14;2;1771
l290;l12;1;1771
l290;l30;1;1771
l12;l33;2;1771
l12;l44;1;1771
l12;l290;1;1771
l33;l12;1;1771
l44;l30;1;1771
l44;l28;1;1771
l30;l4;1;1771
l4;l5;1;1771
l4;l15;2;1771
l4;l14;6;1771
l84;l14;1;1771
l40;l41;1;1771
l40;l11;1;1771
l41;l12;2;1771
l41;l4;4;1771
l11;l4;1;1771
l11;l12;1;1771
l15;l14;2;1771
l103;l59;1;1771
l37;l333;1;1771
l37;l14;1;1771
l333;l5;1;1771
l53;l4;1;1771
l55;l57;1;1771
l28;l5;1;1771
l85;l41;1;1771
l85;l4;1;1771
l1364;l14;1;1771
l18;nan;1;1782
l18;l1;1;1782
l18;l68;3;1782
l18;l4;3;1782
l18;l323;1;1782
l18;l41;1;1782
l18;l5;1;1782
l68;l250;1;1782
l68;l12;2;1782
l250;l12;1;1782
l12;l4;3;1782
l12;l14;2;1782
l4;l58;1;1782
l4;l292;1;1782
l4;l91;1;1782
l4;l4;4;1782
l4;l95;1;1782
l4;l5;1;1782
l4;l30;1;1782
l58;l20;1;1782
l95;l30;1;1782
l95;l292;1;1782
l30;l12;1;1782
l14;l19;1;1782
l14;l210;1;1782
l19;l5;1;1782
l19;l65;1;1782
l19;l15;1;1782
l323;l478;1;1782
l478;l4;1;1782
l85;l1;3;1782
l65;l873;1;1782
l873;l5;1;1782
l5;nan;1;1782
l5;l5;3;1782
l41;l20;1;1782
l20;l8;1;1782
l20;l37;1;1782
l78;l20;1;1782
l37;l65;1;1782
l15;l4;1;1782
l292;l4;1;1782
l292;l298;1;1782
l91;l4;1;1782
l298;l4;1;1782
l1;l11;1;1735
l1;l40;1;1735
l1;l4;2;1735
l1;l250;1;1735
l11;l5;3;1735
l5;l1;5;1735
l5;l70;1;1735
nan;l5;1;1735
nan;nan;1;1735
l33;l157;1;1735
l157;l12;1;1735
l12;l30;3;1735
l30;l5;1;1735
l30;l29;1;1735
l30;l44;1;1735
l30;l28;1;1735
l19;l5;1;1735
l40;l37;1;1735
l37;l83;1;1735
l83;l213;1;1735
l213;l4;1;1735
l4;l76;1;1735
l4;l11;1;1735
l4;l2;1;1735
l250;l41;1;1735
l41;l12;1;1735
l29;l46;1;1735
l29;l30;1;1735
l46;l29;1;1735
l44;l12;1;1735
l28;l11;1;1735
l11;l157;1;1736
l11;l4;1;1736
l11;l5;1;1736
l157;l12;1;1736
l12;l46;1;1736
l12;l30;1;1736
l46;l28;1;1736
l28;l5;1;1736
l28;l11;2;1736
nan;nan;1;1736
l1;l4;3;1736
l1;l11;1;1736
l1;l40;2;1736
l1;l22;1;1736
l4;l8;2;1736
l4;l11;1;1736
l4;l15;1;1736
l8;l4;1;1736
l8;l5;1;1736
l40;l41;1;1736
l41;l12;1;1736
l30;l28;2;1736
l76;l5;1;1736
l5;l1;4;1736
l22;l14;1;1736
l14;l1;1;1736
l14;l19;1;1736
l15;l14;1;1736
l15;l4;1;1736
l19;l15;1;1736
l2;l5;1;1736
l5;l1;5;1737
l5;l97;1;1737
l46;l28;1;1737
l46;l11;1;1737
l28;l11;1;1737
l1;l4;2;1737
l1;l11;3;1737
l1;l22;2;1737
l1;l40;1;1737
l4;l8;1;1737
l4;l5;2;1737
l4;l11;1;1737
l8;l5;1;1737
l22;l14;2;1737
l14;l5;1;1737
l14;l19;1;1737
l40;l41;1;1737
l40;l11;1;1737
l41;l12;2;1737
l12;l28;1;1737
l12;l30;1;1737
l12;l12;1;1737
l12;l32;1;1737
l11;l5;2;1737
l11;l41;1;1737
l18;l12;1;1737
l30;l46;1;1737
l32;l80;1;1737
l80;l12;1;1737
l20;l107;1;1764
l107;l15;1;1764
l15;l14;3;1764
l15;l37;1;1764
l15;l63;3;1764
l14;l19;8;1764
l14;l5;1;1764
l63;l37;1;1764
l63;l15;1;1764
l63;l14;3;1764
l37;l5;2;1764
l37;l22;2;1764
l37;l1;1;1764
l5;l51;1;1764
l5;l37;2;1764
l5;l1;5;1764
l5;l108;1;1764
l1;l57;1;1764
l1;l40;2;1764
l1;l77;1;1764
l1;l5;1;1764
l57;l103;1;1764
l103;l4;1;1764
l4;l5;1;1764
l4;l22;1;1764
l4;l15;4;1764
l4;l76;1;1764
l18;l4;1;1764
l18;l5;1;1764
l18;l14;1;1764
l18;l41;1;1764
l22;l14;3;1764
l85;l5;2;1764
l19;l5;3;1764
l19;l37;1;1764
l55;l1;1;1764
l46;l44;1;1764
l44;l12;1;1764
l12;l33;1;1764
l12;l30;1;1764
l12;l290;1;1764
l33;l12;1;1764
l30;l15;1;1764
l30;l28;1;1764
l77;l4;1;1764
l40;l4;1;1764
l76;l4;1;1764
l11;l5;1;1764
l290;l30;1;1764
l28;l5;1;1764
l41;l4;1;1764
l5;l108;1;1769
l5;l1;13;1769
l5;l18;1;1769
l5;l14;1;1769
nan;l5;1;1769
l1;l22;1;1769
l1;l41;4;1769
l1;l4;2;1769
l1;l14;1;1769
l1;l11;4;1769
l1;l8;1;1769
l1;l68;1;1769
l1;l57;1;1769
l1;l128;1;1769
l22;l14;1;1769
l22;l11;1;1769
l14;l19;16;1769
l14;l16;1;1769
l19;l5;12;1769
l19;l11;1;1769
l19;l22;1;1769
l19;nan;1;1769
l41;l4;5;1769
l41;l12;2;1769
l41;l30;1;1769
l4;l14;8;1769
l4;l15;4;1769
l4;l5;1;1769
l85;l11;1;1769
l85;l4;1;1769
l85;l5;1;1769
l11;l28;1;1769
l11;l5;2;1769
l11;l4;3;1769
l28;l46;1;1769
l28;l11;1;1769
l46;l29;1;1769
l46;l28;1;1769
l29;l30;1;1769
l12;l30;1;1769
l12;l44;1;1769
l12;l5;1;1769
l68;l41;1;1769
l30;l12;1;1769
l30;l46;1;1769
l57;l41;1;1769
l15;l14;4;1769
l18;l41;2;1769
l18;l1;1;1769
l128;l4;1;1769
l20;l77;1;1769
l20;l4;1;1769
l77;l5;1;1769
l44;l30;1;1769
l5;l108;3;1772
l5;l1;10;1772
l5;l75;1;1772
l5;l72;4;1772
l5;l14;1;1772
l19;l11;5;1772
l19;l5;13;1772
l11;l5;4;1772
l11;l4;4;1772
l11;l22;1;1772
l11;l12;1;1772
l18;l40;1;1772
l18;l4;1;1772
l18;l22;1;1772
l18;l11;2;1772
l18;l57;1;1772
l40;l41;1;1772
l40;l61;1;1772
l41;l46;1;1772
l41;l12;1;1772
l46;l30;1;1772
l46;l28;2;1772
l46;l20;1;1772
l30;l290;1;1772
l30;l11;1;1772
l30;l46;3;1772
l30;l12;1;1772
l30;l103;1;1772
l290;l44;1;1772
l290;l30;1;1772
l290;l32;1;1772
l44;l12;1;1772
l12;l33;2;1772
l12;l290;2;1772
l12;l30;2;1772
l12;l46;1;1772
l12;l355;1;1772
l12;l5;1;1772
l1;l57;2;1772
l1;l11;2;1772
l1;l5;1;1772
l1;l40;1;1772
l57;l41;1;1772
l57;l11;2;1772
l28;l11;1;1772
l28;l5;1;1772
l4;l15;2;1772
l4;l235;2;1772
l4;l20;1;1772
l4;l11;1;1772
l15;l14;4;1772
l14;l19;9;1772
l72;l131;1;1772
l72;l1;3;1772
l131;l1;1;1772
l22;l14;2;1772
l59;l30;1;1772
l103;l5;1;1772
l37;l14;2;1772
l20;l5;1;1772
l20;l4;1;1772
l235;l15;2;1772
l61;l12;1;1772
l33;l12;2;1772
l33;l203;1;1772
l32;l30;1;1772
l355;l33;1;1772
l203;l157;1;1772
l157;l12;1;1772
l1;l11;2;1717
l1;l22;1;1717
l1;l40;1;1717
l11;l5;1;1717
l11;l28;1;1717
l11;l16;1;1717
l5;l1;1;1717
nan;nan;1;1717
l18;l1;1;1717
l40;l11;1;1717
l28;l30;1;1717
l30;l12;2;1717
l12;l33;1;1717
l12;l31;1;1717
l12;l157;1;1717
l12;l44;1;1717
l250;l157;1;1717
l157;l29;1;1717
l157;l12;1;1717
l29;l30;1;1717
l16;l14;1;1717
l11;l14;1;1718
l11;l4;1;1718
l11;l5;2;1718
l14;l22;3;1718
l22;l11;2;1718
l22;l14;1;1718
l4;l421;1;1718
l4;l11;1;1718
l4;l47;1;1718
l421;l4;1;1718
nan;nan;1;1718
l33;l12;1;1718
l33;l46;1;1718
l12;l157;1;1718
l12;l33;1;1718
l157;l12;1;1718
l157;l4;1;1718
l31;l30;1;1718
l30;l157;1;1718
l30;l46;1;1718
l47;l11;1;1718
l5;l1;2;1718
l5;l18;1;1718
l1;l40;1;1718
l1;l41;1;1718
l40;l37;1;1718
l37;l213;1;1718
l213;l76;1;1718
l44;l30;1;1718
l46;l28;1;1718
l28;l5;1;1718
l5;l1;2;1724
l5;l51;1;1724
l5;l75;1;1724
l5;l85;1;1724
l12;l33;1;1724
l12;l80;1;1724
l12;l5;1;1724
l33;l12;2;1724
l80;l373;2;1724
l80;l33;2;1724
l373;l80;2;1724
l57;l76;1;1724
l76;l4;1;1724
l4;l8;1;1724
l4;l5;1;1724
l8;l35;1;1724
l2;l5;1;1724
l11;l157;1;1724
l157;l12;1;1724
l1;l4;1;1724
l1;l192;1;1730
l1;l11;2;1730
l1;l22;1;1730
l1;l40;2;1730
l4;l5;1;1730
l5;l97;1;1730
nan;nan;1;1730
l46;l11;1;1730
l40;l41;2;1730
l41;l12;2;1730
l12;l28;2;1730
l12;l44;1;1730
l12;l33;1;1730
l28;l12;1;1730
l11;l22;1;1730
l22;l14;1;1730
l14;l5;1;1730
l44;l31;1;1730
l44;l12;1;1730
l31;l44;1;1730
l192;l22;1;1731
l22;l14;2;1731
l14;l5;2;1731
l1;l57;1;1731
l1;l5;1;1731
l1;l11;2;1731
l1;l22;1;1731
l1;l40;1;1731
l11;l157;1;1731
l157;l12;1;1731
l12;l5;1;1731
l12;l28;1;1731
l12;l44;1;1731
l12;l30;1;1731
l5;l75;1;1731
l5;l97;1;1731
l5;l1;2;1731
l28;l5;2;1731
l28;l46;1;1731
l33;l12;1;1731
l40;l41;1;1731
l41;l12;1;1731
l44;l290;1;1731
l44;l12;1;1731
l290;l32;1;1731
l32;l30;1;1731
l32;l44;1;1731
l30;l46;1;1731
l30;l32;1;1731
l46;l28;1;1731
l46;l29;1;1731
l29;l30;1;1731
l5;l1;3;1732
l5;l22;1;1732
l57;l11;1;1732
l11;l22;1;1732
l11;l4;1;1732
l11;l157;1;1732
l22;l14;1;1732
l22;l37;1;1732
l22;l5;1;1732
l22;l16;1;1732
l14;l15;1;1732
l14;l19;1;1732
l15;l12;1;1732
l37;l83;1;1732
l37;l22;1;1732
l83;l339;1;1732
l339;l37;1;1732
l4;l8;1;1732
l1;l12;1;1732
l1;l11;1;1732
l12;l33;1;1732
l12;l46;1;1732
l33;l12;1;1732
l157;l12;1;1732
l46;l80;1;1732
l46;l28;1;1732
l80;l12;1;1732
l16;l14;1;1732
l30;l46;1;1732
l28;l5;1;1732
l33;l165;1;1620
l165;l84;1;1620
l84;l87;1;1620
l87;l22;1;1620
l11;l22;1;1620
l22;l166;1;1620
l166;l22;1;1620
l22;l11;1;1621
l85;l11;1;1621
l1;l61;1;1629
l1;l87;1;1629
l61;l33;1;1629
l33;l80;1;1629
l33;l77;1;1629
l33;l5;1;1629
l33;l87;1;1629
l80;l33;1;1629
l77;l11;1;1629
l11;l5;2;1629
l5;l1;2;1629
l5;l85;1;1629
l87;l166;1;1629
l87;l33;1;1629
l87;l1;1;1629
l166;l87;1;1629
l80;l33;1;1630
l33;l77;2;1630
l77;l11;1;1630
l77;l305;1;1630
l11;l5;2;1630
l87;l91;1;1630
l91;nan;1;1630
l305;l11;1;1630
l5;l1;1;1630
l5;l1;2;1631
l1;l103;1;1631
l1;l87;1;1631
l103;l41;1;1631
l41;l33;1;1631
l33;l80;1;1631
l87;l11;1;1631
l1;l57;2;1756
l1;l103;2;1756
l1;nan;1;1756
l1;l5;1;1756
l1;l123;1;1756
l1;l61;1;1756
l57;l103;2;1756
l103;l4;2;1756
l103;l12;1;1756
l103;l80;1;1756
l4;l5;1;1756
l4;l15;1;1756
l4;l14;1;1756
l33;l157;1;1756
l33;l12;1;1756
l157;l12;1;1756
l12;l5;2;1756
l12;l12;1;1756
l12;l30;2;1756
l12;l33;1;1756
l12;l29;1;1756
l15;l14;3;1756
l14;l19;4;1756
l19;l5;2;1756
l18;l84;1;1756
l18;l12;1;1756
l84;l15;1;1756
l80;l12;2;1756
l30;l15;1;1756
l5;l4;1;1756
l5;l170;2;1756
l5;l129;1;1756
l170;l1;2;1756
l129;l1;1;1756
l123;l12;1;1756
l29;l28;1;1756
l28;l46;1;1756
l61;l4;1;1756
l5;l94;2;1757
l5;l131;2;1757
l5;l641;1;1757
l5;l586;2;1757
l5;l1;1;1757
l5;l72;1;1757
l94;l97;1;1757
l94;l1;1;1757
l12;l30;2;1757
l12;l33;1;1757
l30;l46;1;1757
l30;l28;1;1757
l30;l12;1;1757
l30;l15;1;1757
l46;l98;1;1757
l46;l30;1;1757
l98;l5;1;1757
l131;l1;2;1757
l641;l1;1;1757
l586;l70;1;1757
l586;l1;1;1757
l19;l15;2;1757
l15;l5;2;1757
l15;l14;1;1757
l28;l5;1;1757
l1;l123;1;1757
l1;l84;1;1757
l1;l18;2;1757
l1;l103;1;1757
l123;l4;1;1757
l4;l83;1;1757
l4;l5;1;1757
l4;l12;1;1757
l83;l37;1;1757
l84;l59;1;1757
l59;l12;1;1757
l33;l12;1;1757
l14;l19;1;1757
l72;l1;1;1757
l103;l4;1;1757
l14;l5;1;1760
l14;l19;2;1760
l5;l108;2;1760
l5;l1;9;1760
l5;l70;1;1760
l5;l170;1;1760
l5;l85;1;1760
l46;l5;1;1760
l19;l5;6;1760
l19;l585;2;1760
l19;nan;1;1760
l1;l37;2;1760
l1;l28;1;1760
l37;l235;2;1760
l235;l15;2;1760
l585;l5;2;1760
l28;l421;1;1760
l28;l292;1;1760
l421;l4;1;1760
l4;l4;1;1760
l4;l277;1;1760
l4;l22;1;1760
l12;l33;1;1760
l12;l30;1;1760
l33;l12;1;1760
l30;l14;1;1760
l20;l5;1;1760
l15;l14;1;1760
l131;l1;1;1760
l170;l1;2;1760
l292;l12;1;1760
l18;l76;1;1760
l76;l4;1;1760
l22;l14;1;1760
l85;l1;1;1760
l33;l15;1;1685
l33;l1;1;1685
l33;l12;1;1685
l15;l390;1;1685
l390;l390;1;1685
l390;nan;1;1685
nan;nan;3;1685
l84;l91;1;1685
l91;l46;1;1685
l16;l390;1;1685
l80;l33;1;1685
l12;l5;1;1685
l1;l1;3;1669
nan;l1;5;1669
l35;l1;1;1669
l33;l12;2;1725
l12;l44;1;1725
l12;l290;1;1725
l12;l30;2;1725
l12;l31;1;1725
l12;l33;1;1725
l12;l46;1;1725
l44;l30;1;1725
l44;l12;2;1725
l30;l4;1;1725
l30;l46;2;1725
l30;l29;1;1725
l30;l44;2;1725
l4;l11;1;1725
l4;l35;1;1725
l11;l5;1;1725
l5;l72;1;1725
l5;l1;1;1725
l5;l97;1;1725
l1;l40;2;1725
l1;l4;1;1725
l40;l41;2;1725
l41;l12;2;1725
l290;l30;1;1725
l46;l30;2;1725
l46;l11;1;1725
l46;l28;1;1725
l29;l30;1;1725
l31;l12;1;1725
l35;l8;1;1725
l35;l5;1;1725
l8;l35;1;1725
nan;nan;2;1725
l85;l97;1;1725
l28;l46;1;1725
l72;l97;1;1726
l1;l4;2;1726
l1;l22;1;1726
l1;l11;1;1726
l4;l8;3;1726
l4;l5;1;1726
l8;l35;2;1726
l8;l4;1;1726
l30;l46;1;1726
l30;l12;1;1726
l30;l32;1;1726
l46;l28;1;1726
l46;l30;2;1726
l46;l290;1;1726
l28;l46;3;1726
l12;l4;1;1726
l12;l33;1;1726
l12;l5;1;1726
l35;l28;1;1726
l35;l11;1;1726
l290;l44;1;1726
l44;l12;2;1726
l33;l12;1;1726
l11;l5;2;1726
l11;l59;1;1726
l5;l1;2;1726
l5;l97;1;1726
nan;nan;1;1726
l59;l28;1;1726
l32;l44;1;1726
l46;l204;1;1729
l204;l157;1;1729
l157;l467;1;1729
l157;l4;1;1729
l157;l1101;1;1729
l157;l12;2;1729
l467;l157;1;1729
l4;l35;1;1729
l35;l8;1;1729
l8;l4;1;1729
l11;l157;1;1729
l1101;l157;1;1729
l12;l30;1;1729
l12;l5;1;1729
l30;l5;1;1729
l5;l1;2;1729
l1;l11;1;1729
l1;l33;1;1729
l33;l91;1;1729
l91;l87;1;1729
l87;l1053;1;1729
nan;nan;1;1729
l12;l33;1;1733
l12;l28;1;1733
l12;l5;2;1733
l12;l30;1;1733
l12;l324;1;1733
l33;l12;1;1733
l28;l4;1;1733
l28;l5;1;1733
l4;l15;1;1733
l4;l5;1;1733
l15;l14;1;1733
l14;l5;1;1733
l5;l75;3;1733
l5;l97;1;1733
l5;l51;1;1733
l5;l1;2;1733
l8;l5;1;1733
l1;l123;1;1733
l1;l57;1;1733
l1;l12;1;1733
l1;l11;1;1733
l11;l5;1;1733
l11;l157;1;1733
l57;l4;1;1733
l30;l28;1;1733
l157;l12;1;1733
l19;l5;1;1733
l5;l51;1;1734
l5;l1;2;1734
l1;l390;1;1734
l1;l41;2;1734
l1;l22;1;1734
l390;l14;1;1734
l14;l19;2;1734
l19;l11;1;1734
l123;l37;1;1734
l37;l4;1;1734
l4;nan;1;1734
l41;l12;2;1734
l12;l33;2;1734
l12;l46;1;1734
l12;l30;1;1734
l22;l14;1;1734
l324;l5;1;1734
l11;l157;1;1734
l11;l5;1;1734
l157;l12;1;1734
l46;l11;1;1734
l33;l80;1;1734
l80;l12;1;1734
l33;l1;1;1640
l33;l5;1;1640
l91;l87;1;1640
l5;l1;1;1640
l1;l4;1;1640
l5;l1;2;1645
l1;l103;1;1645
l103;l41;1;1645
l41;l33;1;1645
l1;l11;4;1714
l1;l41;1;1714
l28;l76;1;1714
l76;l4;1;1714
l4;l47;1;1714
l47;l11;1;1714
l11;l1;1;1714
l11;l22;1;1714
l22;l14;1;1714
l22;l5;1;1714
l14;l22;1;1714
l41;l12;1;1714
l12;l33;1;1714
l33;l80;1;1714
l11;l22;1;1715
l11;l4;1;1715
l11;l157;1;1715
l11;l244;1;1715
l22;l14;1;1715
l5;l1;1;1715
l5;l72;1;1715
l4;l76;1;1715
l4;l5;1;1715
l76;l4;1;1715
l157;l12;1;1715
l12;l29;1;1715
l12;l31;2;1715
l29;l11;1;1715
l29;l30;1;1715
l1;l40;1;1715
l40;l11;1;1715
l244;l28;1;1715
l28;l46;1;1715
l46;l29;1;1715
l30;l31;1;1715
l31;l12;1;1715
l31;l5;1;1715
l80;l12;1;1715
l14;l15;1;1716
l15;l84;1;1716
l84;l4;1;1716
l4;l76;1;1716
l76;l11;1;1716
l1;l1;1;1716
l1;l132;1;1716
l1;l40;1;1716
l1;l11;1;1716
l72;l1;1;1716
l11;l5;1;1716
l5;l51;2;1716
l5;l97;1;1716
l132;l250;1;1716
l31;l29;1;1716
l31;l12;1;1716
l29;l28;1;1716
l29;l30;1;1716
l28;l5;1;1716
l28;l46;1;1716
l40;l1192;1;1716
l1192;l244;1;1716
l244;l28;1;1716
l46;l29;1;1716
l30;l31;1;1716
l1211;l1;1;1716
nan;nan;6;1684
l270;l16;1;1684
l16;l390;1;1684
l390;l33;1;1684
l85;l1;1;1684
l1;nan;3;1684
l1;l40;2;1684
l1;l16;1;1684
l1;l85;1;1684
l40;l84;1;1684
l40;l12;1;1684
l4;l5;1;1684
l5;l72;1;1684
l72;l1;1;1684
l12;l33;1;1684
l33;l30;1;1684
l33;l80;1;1684
l30;l33;1;1684
l35;l5;1;1727
l5;l127;1;1727
l5;l1;1;1727
l5;l97;1;1727
l12;l30;1;1727
l12;l44;1;1727
l30;l5;1;1727
l30;l46;1;1727
l1;l40;1;1727
l1;l57;1;1727
l40;l4;1;1727
l4;l8;2;1727
l4;l11;1;1727
l8;l35;1;1727
l8;l78;1;1727
nan;nan;2;1727
l22;l14;1;1727
l14;l22;1;1727
l57;l4;1;1727
l78;l4;1;1727
l44;l290;1;1727
l290;l30;1;1727
l46;l28;1;1727
l28;l76;1;1727
l76;l11;1;1727
l11;l5;1;1727
l33;l12;1;1773
l12;l30;3;1773
l12;l29;1;1773
l12;l290;1;1773
l30;l5;1;1773
l30;l32;1;1773
l30;l46;1;1773
l30;l12;2;1773
l30;l15;1;1773
l5;l1;8;1773
l5;l72;6;1773
l5;l70;1;1773
l11;l5;8;1773
l11;l4;4;1773
l11;l37;1;1773
l11;l12;1;1773
l72;l1;6;1773
l18;l22;2;1773
l18;l103;1;1773
l18;l40;1;1773
l18;l41;1;1773
l18;l57;1;1773
l22;l37;1;1773
l22;l46;1;1773
l22;l14;1;1773
l37;l333;1;1773
l37;l14;1;1773
l333;l5;1;1773
l19;l11;4;1773
l19;l126;1;1773
l19;l5;2;1773
l103;l20;1;1773
l20;l11;1;1773
l20;l4;1;1773
l40;l41;1;1773
l41;l12;2;1773
l41;l4;1;1773
l29;l46;1;1773
l29;l30;2;1773
l46;l29;2;1773
l46;l30;1;1773
l46;l28;1;1773
l32;l290;1;1773
l290;l12;1;1773
l290;l30;1;1773
l1;l57;1;1773
l1;l11;1;1773
l57;l41;1;1773
l57;l11;3;1773
l4;l15;3;1773
l4;l8;1;1773
l4;l11;1;1773
l4;l14;1;1773
l15;l14;4;1773
l14;l19;7;1773
l8;l20;1;1773
l28;l46;1;1773
l126;l22;1;1773
l1;l144;1;1688
l1;nan;1;1688
nan;nan;2;1688
l80;l33;2;1639
l33;l157;1;1639
l33;l1;1;1639
l33;l80;1;1639
l157;l33;1;1639
l1;l103;1;1639
l103;l41;1;1639
l41;l33;1;1639
l11;l87;1;1639
l87;l1;2;1639
l11;l5;2;1702
l11;l1;1;1702
l11;l35;1;1702
l5;l72;1;1702
l5;l51;1;1702
l72;l141;1;1702
l1;l22;1;1702
l1;l35;1;1702
l22;l14;1;1702
l22;l5;1;1702
l85;l11;1;1702
l85;l1;1;1702
l80;l12;1;1702
l12;l33;2;1702
l33;l12;1;1702
l33;l295;1;1702
l390;l15;1;1702
l15;l4;1;1702
l4;l11;1;1702
l295;l157;1;1702
l157;l11;1;1702
l16;l22;1;1702
l35;l173;1;1702
l35;l8;1;1702
l8;l5;1;1702
l1;l33;2;1625
l1;l123;1;1625
l1;l22;1;1625
l1;l103;1;1625
l33;l84;1;1625
l33;l22;3;1625
l33;l80;1;1625
l33;l91;1;1625
l33;l1;1;1625
l33;nan;1;1625
l84;l22;1;1625
l22;l33;2;1625
l22;l85;1;1625
l123;l41;1;1625
l41;l33;2;1625
l80;l33;2;1625
l80;l157;1;1625
l91;l22;1;1625
l157;l80;1;1625
l103;l41;1;1625
l1;l12;1;1755
l1;l40;2;1755
l40;l103;2;1755
l103;l12;2;1755
l12;l33;3;1755
l12;l80;1;1755
l12;l30;1;1755
l5;l1;6;1755
l5;l108;1;1755
l5;l85;1;1755
l19;l5;4;1755
l11;l4;2;1755
l4;l15;1;1755
l4;l14;1;1755
l15;l14;2;1755
l14;l19;2;1755
l14;l210;1;1755
l210;l5;1;1755
l85;l1;1;1755
l33;l12;2;1755
l30;l15;1;1755
l28;l5;1;1755
nan;nan;1;1713
l33;l12;2;1713
l12;l31;1;1713
l12;l33;1;1713
l12;l28;1;1713
l31;l37;1;1713
l37;l22;1;1713
l22;l29;1;1713
l22;l5;1;1713
l29;l12;1;1713
l11;l5;2;1713
l11;l301;1;1713
l11;l1;1;1713
l5;l97;2;1713
l5;l51;1;1713
l301;l51;1;1713
l37;l11;1;1777
l11;l5;5;1777
l11;l12;1;1777
l11;l4;5;1777
l5;l129;1;1777
l5;l1;9;1777
l18;l11;6;1777
l18;l5;1;1777
l18;l57;1;1777
l18;l41;2;1777
l18;l4;1;1777
l19;l5;5;1777
l19;l11;2;1777
l12;l33;1;1777
l12;l11;1;1777
l12;nan;1;1777
l12;l290;1;1777
l33;l12;1;1777
l30;l4;1;1777
l4;l11;1;1777
l4;l14;4;1777
l4;l15;2;1777
l57;l11;1;1777
l28;l12;1;1777
l41;l4;1;1777
l41;l12;1;1777
l14;l19;6;1777
l15;l14;2;1777
l5;l1;9;1774
l5;l170;1;1774
l5;l85;2;1774
l11;l5;6;1774
l12;l33;2;1774
l12;l5;2;1774
l12;l15;1;1774
l12;l893;1;1774
l33;l157;1;1774
l33;l12;1;1774
l157;l12;1;1774
l30;l11;1;1774
l30;l290;1;1774
l19;l5;2;1774
l19;l11;2;1774
l1;l11;1;1774
l1;l57;1;1774
l170;l51;1;1774
l85;l1;2;1774
l46;l30;1;1774
l290;l44;1;1774
l44;l12;1;1774
l15;l14;1;1774
l14;l19;1;1774
l55;l41;1;1774
l41;l12;1;1774
l893;l12;1;1774
l15;l14;1;1761
l14;l19;7;1761
l19;l15;3;1761
l19;l5;1;1761
l19;l126;1;1761
l18;l68;1;1761
l18;l5;1;1761
l18;l46;1;1761
l68;l29;1;1761
l68;l46;1;1761
l29;l12;1;1761
l277;l4;2;1761
l4;l277;1;1761
l4;l5;1;1761
l4;l14;1;1761
l1;l68;1;1761
l85;l4;1;1761
l85;l37;2;1761
l37;l14;2;1761
l5;l14;1;1761
l5;l1;1;1761
l46;l12;1;1761
l126;l5;1;1761
l1;l1;1;1676
l1;nan;2;1676
l1;l85;1;1676
l1;l4;1;1676
nan;nan;3;1676
nan;l85;1;1676
nan;l1;2;1676
nan;l1;1;1654
l1;l4;1;1654
nan;nan;1;1672
nan;l1;1;1672
nan;l57;1;1672
l57;l5;1;1672
l5;l930;1;1672
l930;nan;1;1672
l5;l1;6;1754
l5;l22;1;1754
l5;l75;1;1754
l11;l4;3;1754
l4;l14;4;1754
l4;l5;1;1754
l4;l76;1;1754
l14;l19;5;1754
l19;l5;3;1754
l22;l37;1;1754
l22;l14;1;1754
l37;l83;1;1754
l37;l5;1;1754
l83;l339;1;1754
l339;l37;1;1754
l1;l41;2;1754
l1;l11;2;1754
l41;l4;3;1754
l41;l12;1;1754
l333;l5;1;1754
l76;l59;1;1754
l59;l28;1;1754
l28;l30;1;1754
l30;l12;1;1754
l30;l28;1;1754
l18;l41;1;1754
l12;l30;1;1754
l5;l1;2;1775
l5;l131;1;1775
l18;l57;1;1775
l18;l53;1;1775
l18;l37;1;1775
l57;l11;1;1775
l57;l4;1;1775
l11;l59;1;1775
l11;l37;1;1775
l11;l5;1;1775
l59;l28;1;1775
l28;l30;1;1775
l28;l46;1;1775
l30;l32;2;1775
l30;l28;1;1775
l32;l12;1;1775
l32;l290;1;1775
l1;l41;1;1775
l41;l4;1;1775
l4;l15;2;1775
l4;l11;1;1775
l15;l14;2;1775
l15;nan;1;1775
l15;l46;1;1775
l14;l19;4;1775
l19;l5;3;1775
l19;l11;1;1775
l37;l14;2;1775
l53;l4;1;1775
l131;l1;1;1775
l85;l11;1;1775
l12;l33;2;1775
l12;l290;1;1775
l12;l15;1;1775
l33;l12;2;1775
l290;l30;1;1775
l290;l12;1;1775
l46;l30;1;1775
nan;l15;1;1775
l1;l11;1;1744
l1;l18;1;1744
l11;l28;1;1744
l11;l22;1;1744
l11;l586;1;1744
l19;l5;2;1744
l5;l1;2;1744
l836;l12;1;1744
