;ship_id;voyage_id;call_id;raw;year;month;day;location_x;special;location_id;location_name;category;lat;lon;region
15758;s722;s722v2;s722v2c3;Bantam;1634;;;l87;False;l87;Bantam;calls;-6.0233;106.0939;southeast_asia
15760;s722;s722v2;s722v2c5;24 Mar 1636 Bantam 24 Jan 1637;1637;1.0;24.0;l87;False;l87;Bantam;calls;-6.0233;106.0939;southeast_asia
15841;s734;s734v3;s734v3c5;10 Jun Bantam;1629;6.0;10.0;l87;False;l87;Bantam;calls;-6.0233;106.0939;southeast_asia
15908;s738;s738v1;s738v1c4;24 Feb 1700 Batavia;1700;2.0;24.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
15921;s739;s739v2;s739v2c3;30 Sep Batavia;1812;9.0;30.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
15945;s741;s741v1;s741v1c8;16 Apr Acheh;1702;4.0;16.0;l84;False;l84;Acheh;calls;5.3325;95.1934;southeast_asia
15946;s741;s741v1;s741v1c9;19 May Malacca;1702;5.0;19.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
15948;s741;s741v1;s741v1c11;Malacca 20 Nov;1702;11.0;20.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
15960;s742;s742v2;s742v2c3;6 Aug Penang;1821;8.0;6.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
15967;s742;s742v3;s742v3c3;28 Jul Penang;1823;7.0;28.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
15968;s742;s742v3;s742v3c4;16 Aug Malacca;1823;8.0;16.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
15969;s742;s742v3;s742v3c5;20 Aug Singapore;1823;8.0;20.0;l13;False;l13;Singapore;calls;1.28967;103.85007;southeast_asia
15989;s742;s742v6;s742v6c3;26 Jul Penang;1829;7.0;26.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
15990;s742;s742v6;s742v6c4;3 Sep Singapore;1829;9.0;3.0;l13;False;l13;Singapore;calls;1.28967;103.85007;southeast_asia
15999;s742;s742v7;s742v7c4;25 Aug Penang;1833;8.0;25.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
16000;s742;s742v7;s742v7c5;13 Sep Malacca;1833;9.0;13.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16007;s743;s743v1;s743v1c3;10 Jun 1682 Batavia;1682;6.0;10.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16009;s743;s743v1;s743v1c5;19 May Batavia;1683;5.0;19.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16013;s743;s743v2;s743v2c3;8 Oct 1685 Acheh;1685;10.0;8.0;l84;False;l84;Acheh;calls;5.3325;95.1934;southeast_asia
16061;s745;s745v2;s745v2c3;21 Jul Batavia;1707;7.0;21.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16065;s745;s745v2;s745v2c7;27 Jun Malacca;1708;6.0;27.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16068;s745;s745v2;s745v2c10;11 Feb Batavia;1709;2.0;11.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16124;s746;s746v4;s746v4c10;23 Jun Malacca;1755;6.0;23.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16156;s747;s747v4;s747v4c5;3 Aug Malacca;1773;8.0;3.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16169;s748;s748v1;s748v1c9;19 Nov Batavia;1783;11.0;19.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16172;s748;s748v1;s748v1c12;31 Jul Great Nanka;1784;7.0;31.0;l979;False;l979;Great Nanka;calls;-2.25;105.48;southeast_asia
16179;s748;s748v2;s748v2c3;1 Aug Batavia;1786;8.0;1.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16211;s748;s748v6;s748v6c5;12 Dec Balambangan;1795;12.0;12.0;l126;False;l126;Balambangan;calls;7.1549;116.5321;southeast_asia
16224;s750;s750v2;s750v2c3;1 Aug Penang;1823;8.0;1.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
16225;s750;s750v2;s750v2c4;21 Aug Singapore;1823;8.0;21.0;l13;False;l13;Singapore;calls;1.28967;103.85007;southeast_asia
16260;s751;s751v3;s751v3c10;24 Jul Malacca;1722;7.0;24.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16460;s763;s763v3;s763v3c6;25 Jun Benkulen;1815;6.0;25.0;l37;False;l37;Benkulen;calls;-3.80044;102.26554;southeast_asia
16509;s764;s764v5;s764v5c5;9 Jun Benkulen;1812;6.0;9.0;l37;False;l37;Benkulen;calls;-3.80044;102.26554;southeast_asia
16524;s764;s764v7;s764v7c3;5 Sep Batavia;1816;9.0;5.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16537;s767;s767v1;s767v1c2;4 Nov Acheh;1800;11.0;4.0;l84;False;l84;Acheh;calls;5.3325;95.1934;southeast_asia
16561;s767;s767v4;s767v4c5;18 Oct Penang;1806;10.0;18.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
16612;s770;s770v3;s770v3c2;27 Jul Batavia;1818;7.0;27.0;l22;False;l22;Batavia;calls;-6.129;106.8129;southeast_asia
16625;s770;s770v6;s770v6c3;24 Aug Penang;1824;8.0;24.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
16626;s770;s770v6;s770v6c4;10 Sep Singapore;1824;9.0;10.0;l13;False;l13;Singapore;calls;1.28967;103.85007;southeast_asia
16634;s770;s770v7;s770v7c4;2 Nov Penang;1826;11.0;2.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
16635;s770;s770v7;s770v7c5;18 Nov Malacca;1826;11.0;18.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16636;s770;s770v7;s770v7c6;22 Nov Singapore;1826;11.0;22.0;l13;False;l13;Singapore;calls;1.28967;103.85007;southeast_asia
16643;s770;s770v8;s770v8c3;13 Jul Penang;1829;7.0;13.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
16644;s770;s770v8;s770v8c4;28 Jul Singapore;1829;7.0;28.0;l13;False;l13;Singapore;calls;1.28967;103.85007;southeast_asia
16653;s770;s770v9;s770v9c3;7 Jul Penang;1831;7.0;7.0;l107;False;l107;Penang;calls;5.41123;100.33543;southeast_asia
16654;s770;s770v9;s770v9c4;21 Jul Singapore;1831;7.0;21.0;l13;False;l13;Singapore;calls;1.28967;103.85007;southeast_asia
16721;s775;s775v5;s775v5c6;20 Feb Malacca;1787;2.0;20.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16735;s777;s777v1;s777v1c7;9 Jan 1745 Benkulen;1745;1.0;9.0;l37;False;l37;Benkulen;calls;-3.80044;102.26554;southeast_asia
16768;s778;s778v2;s778v2c2;6 Dec Acheh;1764;12.0;6.0;l84;False;l84;Acheh;calls;5.3325;95.1934;southeast_asia
16808;s780;s780v4;s780v4c5;31 Mar Benkulen;1815;3.0;31.0;l37;False;l37;Benkulen;calls;-3.80044;102.26554;southeast_asia
16844;s782;s782v1;s782v1c3;19 Aug Malacca;1780;8.0;19.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16918;s783;s783v3;s783v3c12;7 Jun Malacca;1764;6.0;7.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16927;s783;s783v4;s783v4c5;12 Aug Malacca;1767;8.0;12.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16933;s784;s784v1;s784v1c2;15 Jul Benkulen;1770;7.0;15.0;l37;False;l37;Benkulen;calls;-3.80044;102.26554;southeast_asia
16957;s784;s784v4;s784v4c4;26 Aug Malacca;1778;8.0;26.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
16960;s784;s784v4;s784v4c7;19 Feb Malacca;1779;2.0;19.0;l15;False;l15;Malacca;calls;2.196;102.2405;southeast_asia
